Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
314,4.0,0.8248,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['moga', 'covid', 'number', 'cepat']"
315,6.0,0.9204,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['terap', 'biasa', 'jaga', 'jarak', 'cegah', 'rebak', 'covid', 'number', 'jaga_jarak', 'jaga_jarak']"
316,4.0,0.9204,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['salat', 'jumat', 'insha', 'allah', 'kurang', 'rasa', 'keluarga', 'lawan', 'covid', 'number']"
317,6.0,0.927,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['ada', 'website', 'portal', 'berita', 'media', 'muat', 'timeline', 'bijak', 'perintah', 'kait', 'covid']"
318,6.0,0.927,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['cegah', 'pagebluk', 'allcaps', 'covid', 'allcaps', 'number', 'polri', 'janji', 'tindak', 'hukum', 'jalan']"
319,0.0,0.9513,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['salah', 'sebab', 'angka', 'mati', 'covid', 'number', 'tinggal', 'covid', 'number', 'nyata', 'tinggal', 'covid', 'number', 'sakit', 'covid', 'number', 'rebak']"
320,5.0,0.9562,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['jogja', 'ngajak', 'jalan', 'biar', 'refreshing', 'ngerencanain', 'lalup', 'boro', 'jalan', 'jogja', 'repeated', 'diskitar', 'diri', 'gabisa', 'mohon', 'covid', 'go', 'away', 'repeated']"
321,4.0,0.8905,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['semenjak', 'covid', 'jam', 'tidur', 'kayak', 'manusia', 'normal']"
322,0.0,0.9453,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['update', 'corona', 'covid', 'number', 'sulsel', 'jumat', 'date', 'kabupaten', 'kota', 'maros', 'sidrap', 'number', 'postif', 'gowa', 'number']"
323,2.0,0.9125,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['abdul', 'covid', 'vairus', 'cowok', 'siti', 'covida', 'vairus', 'cewek', 'wkwkwkw']"
324,3.0,0.9602,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['selamat', 'ingat', 'wafat', 'isa', 'almasih', 'umat', 'kristen', 'katholik', 'wafat', 'isa', 'almasih', 'jatuh', 'jumat', 'date', 'moga', 'pandemi', 'allcaps', 'covid', 'allcaps', 'number', 'damai']"
325,4.0,0.854,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['ayok', 'mari', 'lawan', 'covid', 'number']"
326,3.0,0.9452,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['aduh', 'gusti', 'ungar', 'warga', 'tolak', 'makam', 'awat', 'allcaps', 'rsud', 'allcaps', 'kariadi', 'semarang', 'korban', 'covid', 'number']"
327,4.0,0.965,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['bagi', 'sembako', 'serentak', 'warga', 'mapolsek', 'makoramil', 'kait', 'dampak', 'wabah', 'corona', 'covid', 'number', 'kamis', 'tanggal', 'number', 'allcaps', 'april', 'allcaps', 'number', 'pkl', 'number', 'bagi', 'sembako', 'tawangharjo']"
328,5.0,0.9562,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['segenap', 'keluarga', 'perintah', 'kota', 'batu', 'selamat', 'kabupaten', 'nganjuk', 'number', 'moga', 'kabupaten', 'nganjuk', 'maju', 'pandemi', 'covid', 'number', 'repeated', 'rebecca', 'ramona']"
329,5.0,0.9485,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['siap', 'lahan', 'kubur', 'masal', 'korban', 'covid', 'number', 'perintah', 'aceh', 'perintah', 'new', 'york', 'mempersiapkanya', 'sedia', 'payung', 'hujan']"
330,5.0,0.9124,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['duduk', 'rumah', 'putus', 'rantai', 'jangkit', 'allcaps', 'covid', 'allcaps', 'number']"
331,3.0,0.8905,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['vid', 'covid', 'pergi', 'repeated', 'datang', 'orang', 'hilang']"
332,5.0,0.9635,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['wabah', 'corona', 'allcaps', 'covid', 'allcaps', 'number', 'ingat', 'kuasa', 'buat', 'makar', 'allah', 'allcaps', 'swt', 'allcaps', 'tentang', 'tega', 'hukum', 'hukum', 'nya', 'cepat', 'lambat', 'balas', 'nya']"
333,4.0,0.965,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['allcaps', 'tugas', 'allcaps', 'ekonominama', 'aulia', 'nashwa', 'nathaniano', 'kelas', 'xl', 'mipa', 'negeri', 'number', 'banyudonosaya', 'kait', 'materi', 'kerjasama', 'internasional', 'isu', 'kembang', 'covid', 'number', 'allcaps', 'thread', 'allcaps']"
334,4.0,0.9602,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['bantu', 'masyarakat', 'alir', 'rekening', 'gugus', 'tugas', 'covid', 'number', 'isi', 'rupiah', 'number', 'miliaryang', 'number', 'kabar', 'bohong', 'tolong', 'tangkap', 'sumber', 'gugus_tugas', 'gugus_tugas', 'gugus_tugas']"
335,0.0,0.9203,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['wander', 'luiz', 'tunggu', 'hasil', 'periksa', 'tes', 'allcaps', 'covid', 'allcaps', 'number']"
336,4.0,0.9635,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['kerja', 'kerja', 'termination', 'cable', 'for', 'stand', 'by', 'gen', 'set', 'at', 'pusat', 'kuarantin', 'rawat', 'quarantine', 'for', 'low', 'risk', 'covid', 'number', 'patient', 'allcaps', 'maeps', 'allcaps']"
337,4.0,0.8248,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['moga', 'wabah', 'covid', 'number']"
338,6.0,0.5374,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['permenkes', 'allcaps', 'psbb', 'allcaps', 'cepat', 'tangan', 'covid', 'number']"
339,3.0,0.9452,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['el', 'asamau', 'mahasiswa', 'allcaps', 'lpdp', 'allcaps', 'alor', 'umum', 'positif', 'covid', 'number', 'allcaps', 'ntt', 'allcaps', 'pos']"
340,0.0,0.9735,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['damai', 'kesedihn', 'sakititulah', 'sumber', 'mata', 'air', 'hidup', 'cinta', 'tuhankrna', 'mulia', 'kau', 'temu', 'onak', 'duri', 'rumi', 'matsnawi', 'jilid', 'number', 'bait', 'number', 'number', 'bgitulah', 'ajar', 'ala', 'rumi', 'untk', 'tngah', 'mwbahny', 'covid', 'number', 'badai', 'psti']"
341,7.0,0.9204,"covid, repeated, number, allcaps, positif, cari, kiamat, orang, perintah, manusia","['flex', 'haritu', 'increase', 'production', 'langit', 'rendah', 'unexpected', 'beast', 'covid', 'number']"
342,5.0,0.3851,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['perintah', 'larang', 'allcaps', 'asn', 'allcaps', 'allcaps', 'tni', 'allcaps', 'polri', 'pegawai', 'allcaps', 'bumn', 'allcaps', 'mudik', 'pandemi', 'covi']"
343,0.0,0.9562,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['cegah', 'virus', 'covid', 'number', 'rajin', 'mandi', 'asa', 'tinggal', 'jg', 'rajin', 'mandi', 'bangun', 'tidur', 'sih', 'torus', 'mandi', 'lupa', 'gosok', 'biji']"
344,3.0,0.9539,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['glenn', 'fredly', 'harga', 'tugas', 'medis', 'korban', 'tinggal', 'covid', 'number', 'bela', 'sungkawa', 'perintah', 'segitunya', 'tugas', 'medis', 'sabar', 'iya', 'doa']"
345,3.0,0.6272,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['ayo', 'simak', 'jelas', 'hastry', 'sp', 'kait', 'tangan', 'jenazah', 'covid', 'bisaindonesia', 'allcaps', 'lawan', 'corona', 'allcaps']"
346,6.0,0.9204,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['dokter', 'tifauzia', 'presiden', 'duka', 'cita', 'dokter', 'allcaps', 'covid', 'allcaps', 'number']"
347,7.0,0.9485,"covid, repeated, number, allcaps, positif, cari, kiamat, orang, perintah, manusia","['covid', 'number', 'pergi', 'repeated', 'insyaallah', 'rana', 'manusia', 'rukuk', 'allah', 'bayi', 'susu', 'burung', 'haiwan', 'cari', 'makan', 'hidup']"
348,6.0,0.927,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['polsek', 'tugu', 'himbau', 'jaga', 'jarak', 'aman', 'cegah', 'covid', 'number', 'jaga_jarak', 'jaga_jarak']"
349,0.0,0.9583,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['pandemi', 'covid', 'number', 'bumi', 'repeated', 'nikah', 'repeated', 'pokok', 'laki', 'lakibukan', 'buaya', 'sosmedgak', 'gantenggak', 'musti', 'kayayg', 'matane', 'rak', 'jelalat', 'ngeliat', 'perempuan']"
350,5.0,0.9326,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['masuk', 'kali', 'empat', 'tunai', 'solat', 'jumaat', 'moga', 'allah', 'hapus', 'covid', 'number', 'moga']"
351,4.0,0.9675,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['omnibus', 'law', 'jalan', 'ribu', 'buruh', 'demo', 'besar', 'an', 'tg', 'number', 'aprildalam', 'kondisi', 'wabah', 'covid', 'number', 'allcaps', 'dpr', 'allcaps', 'fokus', 'hadap', 'wabah', 'corona', 'korban', 'allcaps', 'phk', 'allcaps']"
352,4.0,0.7229,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['personil', 'polsek', 'karanglewas', 'laksana', 'patroli', 'malam', 'allcaps', 'blp', 'allcaps', 'jam', 'malam', 'cipta', 'situasi', 'kondusif', 'adakan', 'cek', 'pos', 'sterilisasi', 'kait', 'cegah', 'tular', 'covid', 'number', 'jam', 'malam', 'wilayah', 'kec', 'karanglewas', 'number', 'number']"
353,6.0,0.9124,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['dasar', 'survei', 'number', 'orang', 'tinggal', 'covid', 'number', 'sembuh', 'repeated']"
354,4.0,0.9635,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['batas', 'sosial', 'skala', 'allcaps', 'psbb', 'allcaps', 'allcaps', 'dki', 'allcaps', 'jakarta', 'cegah', 'covid', 'number', 'laku', 'date', 'number', 'pekan', 'sekolah', 'kerja', 'libur', 'ibadah', 'tutup', 'fasilitas']"
355,6.0,0.9416,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['iya', 'tuju', 'repeated', 'demo', 'skala', 'biar', 'kena', 'covid', 'number', 'repeated', 'tinggal', 'buang', 'laut', 'repeated']"
356,6.0,0.9124,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['konkret', 'instruksi', 'kepala', 'daerah', 'kader', 'banteng', 'satu', 'lawan', 'corona']"
357,4.0,0.9124,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['putus', 'mata', 'rantai', 'covid', 'number', 'repeated', 'mata_rantai', 'mata_rantai', 'mata_rantai']"
358,6.0,0.8749,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['moga', 'frontliner', 'usaha', 'sumbang', 'bakti', 'negara']"
359,7.0,0.9123,"covid, repeated, number, allcaps, positif, cari, kiamat, orang, perintah, manusia","['polres', 'lhokseumawe', 'lidik', 'sebar', 'info', 'dokter', 'positif', 'covid', 'number']"
360,7.0,0.9635,"covid, repeated, number, allcaps, positif, cari, kiamat, orang, perintah, manusia","['nasgor', 'mafia', 'tutup', 'malang', 'selesai', 'covid', 'ubek', 'ubek', 'kota', 'malang', 'cari', 'daging', 'kambing', 'flish', 'bm', 'banget', 'nasgor', 'kambing', 'gak', 'repeated', 'udahan', 'coronanya', 'huhu']"
361,4.0,0.9204,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['allcaps', 'ntb', 'allcaps', 'uii', 'sampel', 'covid', 'number', 'cepat', 'tahu', 'hasil']"
362,0.0,0.9204,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['cegah', 'covid', 'number', 'allcaps', 'hmpi', 'allcaps', 'sulsel', 'gelar', 'diskusi', 'daring']"
363,0.0,0.9602,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['allcaps', 'breaking', 'news', 'allcaps', 'kabar', 'duka', 'allcaps', 'pdp', 'allcaps', 'covid', 'number', 'kalbar', 'allcaps', 'rsud', 'allcaps', 'soedarso', 'tinggal', 'dunia', 'hari', 'halaman', 'number']"
364,3.0,0.9513,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['fokus', 'tangan', 'covid', 'number', 'fokus', 'tangan', 'dampak', 'covid', 'number', 'buruh', 'ribu', 'buruh', 'rumah', 'tnp', 'gaji', 'hilang', 'hasil']"
365,6.0,0.9124,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['mahfud', 'sehat', 'covid', 'number', 'serah', 'ahli', 'dokter', 'erlina', 'burhan']"
366,6.0,0.965,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['selamat', 'pagi', 'rute', 'sudimara', 'tanah', 'abang', 'sedia', 'pkl', 'time', 'allcaps', 'wib', 'allcaps', 'informasi', 'lengkap', 'jadwal', 'jalan', 'allcaps', 'krl', 'allcaps', 'date', 'lihat', 'website', 'link', 'tks']"
367,4.0,0.9204,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['selamat', 'allcaps', 'jalan', 'allcaps', 'covid', 'number', 'selamat', 'allcaps', 'allcaps', 'ramadhan']"
368,5.0,0.927,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['makasih', 'mas', 'moga', 'malaysia', 'sama', 'rang', 'covid', 'number', 'patuh', 'himbauan', 'perintah']"
369,6.0,0.9676,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['allcaps', 'cegah', 'virus', 'allcaps', 'maklumat', 'kapolri', 'number', 'perintah', 'kapolri', 'rangka', 'cegah', 'antisipasi', 'sebar', 'allcaps', 'covid', 'allcaps', 'number', 'allcaps', 'virus', 'corona', 'allcaps', 'polsek', 'banjarnegara', 'giat', 'bersih', 'bersih']"
370,1.0,0.9326,"allcaps, covid, number, tenaga_medis, iya, cegah, repeated, sebar, moga, medis","['kades', 'tomori', 'anas', 'olabahim', 'himbau', 'warga', 'tunda', 'mudik', 'cegah', 'sebar', 'covid', 'number']"
371,5.0,0.8749,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['perang', 'dingin', 'berlanjutsampe', 'debat', 'covid', 'lebaran']"
372,4.0,0.9326,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['pasca', 'rebak', 'allcaps', 'covid', 'allcaps', 'number', 'nasib', 'allcaps', 'tki', 'allcaps', 'malaysia', 'prihatin']"
373,4.0,0.854,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['juang', 'allcaps', 'covid', 'allcaps', 'number']"
374,2.0,0.9513,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['teh', 'salah', 'sakit', 'dbd', 'trombosit', 'normal', 'baik', 'swab', 'covid', 'sblmnya', 'kontak', 'covid', 'repeated', 'pgn', 'drujuk', 'rshs', 'penuh']"
375,6.0,0.9675,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['terbit', 'telegram', 'polri', 'salah', 'poin', 'kait', 'tindak', 'hukum', 'hina', 'presiden', 'jabat', 'negara', 'situasi', 'wabah', 'virus', 'corona', 'covid', 'number', 'allcaps', 'sby', 'allcaps', 'malu', 'indonesia', 'mata', 'dunia', 'negara']"
376,4.0,0.9026,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['kalo', 'lo', 'kena', 'covid', 'number', 'sembuh', 'virus', 'aktif']"
377,0.0,0.9485,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['hahaha', 'unggul', 'tambah', 'ngomongin', 'unggul', 'mikir', 'covid', 'lenyap', 'indonesia', 'repeated', 'geli', 'gmana', 'mlah', 'ngomongin', 'unggul', 'jkt']"
378,4.0,0.9687,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['bhabinkamtibmas', 'aiptu', 'slamet', 'kundarjanto', 'sekcam', 'suluh', 'tugas', 'posko', 'gugus', 'tugas', 'kait', 'cegah', 'tular', 'virus', 'corona', 'covid', 'number', 'ds', 'karanggude', 'kulon', 'kec', 'karanglewas', 'number', 'number', 'gugus_tugas', 'gugus_tugas', 'gugus_tugas']"
379,2.0,0.9326,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['negara', 'anomali', 'eyang', 'saat', 'negara', 'pikir', 'potong', 'gaji', 'jabat', 'sepenuh', 'anggar', 'covid']"
380,3.0,0.9027,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['minum', 'lahanda', 'hindar', 'covid', 'anjir', 'anjirr', 'repeated', 'repeated']"
381,4.0,0.9204,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['aksi', 'warga', 'tolak', 'rusunawa', 'najam', 'karantina', 'allcaps', 'covid', 'allcaps', 'number']"
382,6.0,0.9663,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['gusdurian', 'peduli', 'tangerang', 'raya', 'buka', 'posko', 'covid', 'number', 'hadap', 'corona', 'donasi', 'nominal', 'rupiah', 'rekening', 'tera', 'bantu', 'brupa', 'barang', 'sandang', 'pangan', 'antar', 'langsung', 'posko', 'hubung', 'cp']"
383,6.0,0.9698,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['number', 'suruh', 'covid', 'number', 'akn', 'pergi', 'number', 'gaul', 'bebas', 'batas', 'selingkuh', 'kumpul', 'ikat', 'sah', 'covid', 'number', 'didik', 'sosial', 'distancing', 'physical', 'distancing', 'jaga', 'jarak', 'salam', 'sentuh', 'repeated', 'jaga_jarak', 'jaga_jarak']"
384,0.0,0.8749,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['moga', 'wababh', 'covid', 'number', 'landa', 'amiin']"
385,6.0,0.4798,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['allcaps', 'pdp', 'allcaps', 'covid', 'number', 'kota', 'cilegon', 'tinggal', 'allcaps', 'rsud', 'allcaps', 'banten']"
386,2.0,0.9124,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['anggar', 'tangan', 'covid', 'number', 'kabupaten', 'tangerang', 'tembus', 'rp', 'miliar']"
387,4.0,0.9726,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['allcaps', 'pdip', 'allcaps', 'main', 'repeated', 'pulang', 'sore', 'mulu', 'repeated', 'ha', 'repeated', 'ha', 'nyender', 'tembok', 'tetangga', 'gag', 'kuota', 'numpang', 'wifi', 'biar', 'berita', 'informasi', 'gencar', 'suara', 'covid', 'number', 'wabah', 'eh', 'bilang', 'cari', 'panggung']"
388,3.0,0.9124,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['fokus', 'lawan', 'covid', 'number', 'mo', 'kmpanye', 'tunggu', 'sabar', 'repeated']"
389,4.0,0.9204,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['number', 'narapidana', 'bebas', 'wabah', 'allcaps', 'covid', 'allcaps', 'number', 'koruptor', 'repeated']"
390,5.0,0.9124,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['ceritain', 'dampak', 'covid', 'ekonomi', 'indonesia', 'dampak', 'perban', 'upaya', 'perintah']"
391,3.0,0.8748,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['iya', 'doa', 'moga', 'hindar', 'covid', 'miris']"
392,0.0,0.9539,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['allcaps', 'pru', 'allcaps', 'number', 'rakyat', 'mesti', 'menolakahli', 'politik', 'suka', 'ganggu', 'usaha', 'allcaps', 'kkm', 'allcaps', 'membenteras', 'wabak', 'covid', 'number']"
393,5.0,0.7484,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['kaur', 'perintah', 'desa', 'hidayat', 'himbau', 'warga', 'tunda', 'mudik', 'cegah', 'covid', 'number']"
394,5.0,0.8749,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['eh', 'serius', 'suspek', 'covid', 'casenya', 'iya']"
395,4.0,0.9513,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['perintah', 'konsentrasi', 'tahan', 'masyarakat', 'hadap', 'covid', 'dampak', 'ekosisnya', 'jelas', 'muhaimin', 'kait', 'timwas', 'covid', 'number', 'allcaps', 'dpr', 'allcaps']"
